Input,Answer,Confidence,All answers,Answer_3_classes,ChatGPT-4 5 classes,ChatGPT-4 3 classes,Model_agreement_with_human,model_agreement_with_human_3_classes,ChatGPT-3.5 5 classes,ChatGPT-3.5 3 classes,LLaMA 5 classes,LLaMA 3 classes,LLaMA 70B 5 classes,LLaMA 70B 3 classes,deberta-v3-large-nli_3_classes,Model_agreement_with_human_gpt3.5_turbo,model_agreement_with_human_3_classes_gpt3.5_turbo,Model_agreement_with_human_LLaMA_8B,Model_agreement_with_human_3_classes_LLaMA_8B,Model_agreement_with_human_LLaMA_70B,Model_agreement_with_human_3_classes_LLaMA_70B,Model_agreement_with_human_3_classes_deberta_nli,human_human_agreement,human_crowd_wisdom_agreement,chatgpt4_crowd_wisdom_agreement,chatgpt3_5_crowd_wisdom_agreement,llama_8b_crowd_wisdom_agreement,llama_70b_crowd_wisdom_agreement,chatgpt4_individuals_agreement,chatgpt3_5_individuals_agreement,llama_8b_individuals_agreement,llama_70b_individuals_agreement,Annotator_explanations,Explanations,Who_explained,NLI_ChatGPT4_turbo,Avg_synthetic_agreement,LLaMA 8B 5 runs,LLaMA 70B 5 runs,Llama 8B majority,Llama 70B majority,ChatGPT-3.5 5 runs,ChatGPT-4 5 runs,ChatGPT-3.5 majority,ChatGPT-4 majority,Llama 8B majority 3 class,Llama 70B majority 3 class,ChatGPT-3.5 majority 3 class,ChatGPT-4 majority 3 class,bart_NLI,ChatGPT-4 Confidence,ChatGPT-3.5 Confidence,LLaMA 8B Confidence,LLaMA 70B Confidence
"Text 1:  To tackle labor shortages, we are actively encouraging immigration of skilled workers in sectors like healthcare and engineering.

Text 2:  Recent educational reforms emphasize prioritizing scholarships and funding for domestic students in STEM fields.",Consistent,40.0,"['Consistent', 'Surface contradiction', 'Unrelated', 'Unrelated', 'Consistent']",Consistent,Consistent,Consistent,0.4,0.4,Indirect inconsistency,Inconsistent,Consistent,Unrelated,Indirect inconsistency,Inconsistent,Inconsistent,0.0,0.2,0.4,0.4,0.0,0.2,0.2,0.2,0.0,0.6,0.0,0.6,0.0,0.4,0.0,0.4,0.0,0,"['Well, depending on the gap in labour shortage for skilled workers, both policies work together. ']",['v10'],Unrelated,0.5,"['Consistent', 'Unrelated', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Consistent', 'Consistent', 'Indirect inconsistency', 'Consistent', 'Indirect inconsistency']",Factual inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Consistent,Consistent,60,60,60,100
"Text 1: Criminal law does not solve the problems of drug policy, but in some cases worsens them.

Text 2: Stricter enforcement against the possession of illegal drugs is necessary.",Factual inconsistency,60.0,"['Factual inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.2,1.0,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.2,1.0,0.6,1.0,0.2,1.0,1.0,0.3,0.6,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.2,0,"[""Well the harder policy doesn't seem as contradiction to the fact that some criminal law can worsen the situation.""]",['v10'],Contradiction,0.8,"['Factual inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Surface contradiction,"['Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,60,60
"Text 1: Revenue from ticket sales is an indispensable pillar for financing public transport.

Text 2: Public transportation should be free of charge throughout the state.",Factual inconsistency,60.0,"['Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Factual inconsistency,Inconsistent,0.6,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.6,1.0,0.6,1.0,0.4,1.0,1.0,0.4,0.4,0.8,0.8,0.8,0.2,0.6,0.6,0.6,0.4,0,0,0,Contradiction,0.7,"['Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Surface contradiction,Surface contradiction,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: The military has no place in schools of any kind.

Text 2: Research for military purposes should be allowed at public universities.",Unrelated,40.0,"['Indirect inconsistency', 'Unrelated', 'Unrelated', 'Consistent', 'Surface contradiction']",Unrelated,Indirect inconsistency,Inconsistent,0.2,0.4,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.2,0.4,0.0,0.4,0.2,0.4,0.4,0.1,0.0,0.4,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0,"[""Not wanting the military involved in schools doesn't necessarily mean there shouldn't be any research done in universities that might be helpful to the military, for example with strategy studies or engineering advancements. As long as the studies are conducted indepedently and without any influence from the military I think it's following the principale of not involving the miliary in education.""]",['v4'],Unrelated,0.5,"['Factual inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: We believe religion must remain a private matter.

Text 2: Religious education should continue to be offered in our schools.",Indirect inconsistency,40.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Unrelated', 'Unrelated']",Inconsistent,Indirect inconsistency,Inconsistent,0.4,0.6,Surface contradiction,Inconsistent,Indirect inconsistency,Unrelated,Indirect inconsistency,Inconsistent,Inconsistent,0.2,0.6,0.4,0.4,0.4,0.6,0.6,0.2,0.0,0.6,0.0,0.6,0.6,0.4,0.2,0.4,0.4,0,"['Text 1 states that religions must stay a private matter, meaning that no religious preferences will be imposed in public institutions. If religious education continues in schools, it would mean that there would be an outer intervention into the religious preferences, which goes in the opposite direction with respect to the view on religion stated in Text 1.']",['v1'],Unrelated,0.7,"['Indirect inconsistency', 'Consistent', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: We advocate for removing import concessions for EU food to ensure fair competition and uphold local industry standards.

Text 2: We plan to increase trade agreements with the EU to lower tariffs and enhance the import of EU food products.",Factual inconsistency,60.0,"['Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.0,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.6,1.0,0.6,1.0,0.4,1.0,1.0,0.4,0.0,0.0,0.4,0.4,0.6,0.0,0.6,0.6,0.4,0,0,0,Contradiction,0.7,"['Factual inconsistency', 'Factual inconsistency', 'Unrelated', 'Unrelated', 'Unrelated']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Unrelated,Surface contradiction,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Factual inconsistency,Factual inconsistency,Unrelated,Inconsistent,Inconsistent,Inconsistent,Consistent,100,100,60,100
"Text 1: Our health policy prioritizes reducing the consumption of processed foods to combat obesity.

Text 2: We are subsidizing snack food industries to boost national food production.",Factual inconsistency,60.0,"['Factual inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Factual inconsistency']",Inconsistent,Factual inconsistency,Inconsistent,0.6,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Inconsistent,0.6,1.0,0.6,1.0,0.6,1.0,1.0,0.3,0.6,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0,0,0,Contradiction,0.9,"['Factual inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Indirect inconsistency,Factual inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Factual inconsistency,Factual inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Consistent,100,100,60,100
"Text 1:  To bolster economic growth, our policy is to attract foreign entrepreneurs who can start new businesses and create jobs.

Text 2:  Corporate tax rates for foreign-owned enterprises have been increased to ensure they contribute equal tax revenue as domestic firms.",Factual inconsistency,60.0,"['Factual inconsistency', 'Unrelated', 'Factual inconsistency', 'Factual inconsistency', 'Indirect inconsistency']",Inconsistent,Factual inconsistency,Inconsistent,0.6,0.8,Factual inconsistency,Inconsistent,Consistent,Consistent,Indirect inconsistency,Inconsistent,Inconsistent,0.6,0.8,0.0,0.0,0.2,0.8,0.8,0.3,0.6,1.0,1.0,0.0,0.0,0.6,0.6,0.0,0.2,0,0,0,Unrelated,0.8,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Consistent,100,100,100,100
"Text 1: There should be designated areas for smokers and non-smokers.

Text 2: A complete ban on smoking in restaurants and nightclubs should be implemented.",Surface contradiction,60.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Unrelated', 'Unrelated']",Inconsistent,Indirect inconsistency,Inconsistent,0.0,0.6,Surface contradiction,Inconsistent,Surface contradiction,Inconsistent,Indirect inconsistency,Consistent,Consistent,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.6,0.0,1.0,1.0,0.0,0.0,0.6,0.6,0.0,0,"[""It is not quite possible to have allocated areas for smokers and non-smokers and have a complete ban on smoking in restaurants / clubs at the same time. If Text 1 is true, Text 2 is false. I've changed my mind towards the option that is more to the right on the consistency scale. ""]",['v1'],Contradiction,0.7,"['Surface contradiction', 'Consistent', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,80,100,80,100
"Text 1:  We advocate for a strict isolationist foreign policy, minimizing our country's involvement in international matters.

Text 2:  We are increasing our military presence in various global conflict zones as a proactive measure.",Surface contradiction,80.0,"['Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Surface contradiction,Inconsistent,0.8,1.0,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.8,1.0,0.2,1.0,0.8,1.0,1.0,0.6,0.8,1.0,1.0,0.0,1.0,0.8,0.8,0.2,0.8,0,0,0,Contradiction,1.0,"['Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Factual inconsistency,Surface contradiction,"['Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Factual inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Factual inconsistency,Factual inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,80,80,80,100
"Text 1: We support the implementation of automatic information sharing with international tax authorities to enhance transparency and reduce tax evasion.

Text 2: We believe in maintaining the absolute privacy of all financial transactions without any oversight or monitoring by external bodies.",Factual inconsistency,60.0,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Surface contradiction,Inconsistent,0.4,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.6,1.0,0.6,1.0,0.4,1.0,1.0,0.4,0.6,0.0,1.0,1.0,0.0,0.4,0.6,0.6,0.4,0,0,0,Contradiction,0.7,"['Factual inconsistency', 'Factual inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Consistent,Surface contradiction,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction']",Factual inconsistency,Factual inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,80,100,60,100
"Text 1: We advocate for implementing a tax system where each spouse in a marriage is taxed individually.

Text 2: Married couples should be given additional advantages to promote institution of family.",Indirect inconsistency,80.0,"['Factual inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.8,1.0,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.2,1.0,0.8,1.0,0.8,1.0,1.0,0.6,0.8,1.0,0.0,1.0,1.0,0.8,0.2,0.8,0.8,0,0,0,Unrelated,1.0,"['Indirect inconsistency', 'Unrelated', 'Consistent', 'Consistent', 'Consistent']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Consistent,100,80,60,100
"Text 1: We support a general ban on arms exports.

Text 2: At public universities, research for military purposes should continue to be allowed.",Unrelated,60.0,"['Unrelated', 'Unrelated', 'Indirect inconsistency', 'Unrelated', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,Inconsistent,0.4,0.4,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.0,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0,0,0,Unrelated,0.7,"['Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Consistent,100,60,60,100
"Text 1: We advocate for extending the moratorium on genetically modified organisms in agriculture past 2017 to prioritize environmental safety and consumer health.

Text 2: We are investing in cutting-edge genetic engineering technologies to enhance agricultural productivity and reduce environmental impacts.",Factual inconsistency,80.0,"['Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Inconsistent,0.0,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.8,1.0,0.8,1.0,0.0,1.0,1.0,0.6,0.8,0.0,1.0,1.0,0.0,0.0,0.8,0.8,0.0,0,0,0,Unrelated,1.0,"['Factual inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Consistent,100,80,80,100
